elevation,slope,d2at,d2fb,d2cs,rad080,rad172,rad355,thl,plow050,plow125,plow250,plow500,tpi050,tpi125,tpi250,tpi500
1,0.247641187291315,-0.371040514389016,0.594825597532487,0.164501362731477,-0.0896078260840677,-0.0826703117740885,-0.00254849930111319,-0.269350876136419,0.0658635731311944,0.057761340580477,0.131192991106104,0.230625715061834,0.183729113756735,0.267084437096669,0.296953934603024,0.436654732894604
0.247641187291315,1,-0.0483774760427597,0.305225244531775,-0.0681190962405226,-0.162063274607342,0.063048701944701,-0.746213449839033,-0.566730526359555,0.0518540102664261,0.154872867364761,0.133340473628555,0.166088063312181,-0.017175164637386,0.180213927783776,0.158645285783448,0.217530480268703
-0.371040514389016,-0.0483774760427597,1,-0.653333141408905,0.215856795674938,-0.0854213148776313,-0.104549397651979,0.138410086419409,-0.149118927473729,0.033112372681964,0.0288742503226983,0.0596544927654946,0.0257029307868092,0.129484099637544,0.100805283433014,0.109887844174538,0.0254979996626845
0.594825597532487,0.305225244531775,-0.653333141408905,1,0.22241239321535,-0.00443226524239634,0.0797289397965289,-0.351225025688223,-0.0712365599071352,0.0458656801158726,0.00174875003750432,-0.0231212414399,-0.017918777169312,-0.0382870237623953,0.0141790975191851,-0.0191756158004925,0.0661933997689825
0.164501362731477,-0.0681190962405226,0.215856795674938,0.22241239321535,1,-0.0937597857007191,-0.119429890061529,0.0920197332529587,-0.169282210244899,0.0357938632769964,0.0522701926983611,0.0434956408582861,0.0125643452287222,0.151912336448633,0.202379247290223,0.159736373164668,0.0784411991195506
-0.0896078260840677,-0.162063274607342,-0.0854213148776313,-0.00443226524239634,-0.0937597857007191,1,0.952082184883836,0.0331223218816511,0.629786032180157,0.101207867402429,0.0976225161921029,0.0518618354017218,-0.011924180121056,-0.063935186071034,-0.0441831392971727,-0.0513459291347279,-0.118623902880155
-0.0826703117740885,0.063048701944701,-0.104549397651979,0.0797289397965289,-0.119429890061529,0.952082184883836,1,-0.261327985791828,0.513632543338962,0.120659880242589,0.144613677966676,0.0856129022481786,0.0220699461163397,-0.0522813992441872,-0.00549792281336808,-0.038009923788981,-0.103980260622267
-0.00254849930111319,-0.746213449839033,0.138410086419409,-0.351225025688223,0.0920197332529587,0.0331223218816511,-0.261327985791828,1,0.295250753799711,-0.0347464829102615,-0.0969380241713179,-0.0250082300609488,-0.0049091761812208,0.0260507890574548,-0.0546157977158284,0.0552788576564444,0.0453429293638453
-0.269350876136419,-0.566730526359555,-0.149118927473729,-0.0712365599071352,-0.169282210244899,0.629786032180157,0.513632543338962,0.295250753799711,1,0.090861747219141,-0.0310200670328494,-0.0723750163150632,-0.129503234244401,-0.108149289692143,-0.300809890468432,-0.291587121216343,-0.334894753737686
0.0658635731311944,0.0518540102664261,0.033112372681964,0.0458656801158726,0.0357938632769964,0.101207867402429,0.120659880242589,-0.0347464829102615,0.090861747219141,1,0.814176493708011,0.687369096219971,0.517878107546386,0.541670899978282,0.449119577884246,0.428084854518097,0.331112659825761
0.057761340580477,0.154872867364761,0.0288742503226983,0.00174875003750432,0.0522701926983611,0.0976225161921029,0.144613677966676,-0.0969380241713179,-0.0310200670328494,0.814176493708011,1,0.917325130084341,0.665661923412781,0.519631321365456,0.617770180652902,0.629716760496647,0.483437714625778
0.131192991106104,0.133340473628555,0.0596544927654946,-0.0231212414399,0.0434956408582861,0.0518618354017218,0.0856129022481786,-0.0250082300609488,-0.0723750163150632,0.687369096219971,0.917325130084341,1,0.847171848140052,0.546393187851899,0.663288006665794,0.755061728203947,0.660088614738818
0.230625715061834,0.166088063312181,0.0257029307868092,-0.017918777169312,0.0125643452287222,-0.011924180121056,0.0220699461163397,-0.0049091761812208,-0.129503234244401,0.517878107546386,0.665661923412781,0.847171848140052,1,0.489531281917321,0.571475084831239,0.708377226991159,0.783497220061
0.183729113756735,-0.017175164637386,0.129484099637544,-0.0382870237623953,0.151912336448633,-0.063935186071034,-0.0522813992441872,0.0260507890574548,-0.108149289692143,0.541670899978282,0.519631321365456,0.546393187851899,0.489531281917321,1,0.839434000802108,0.73696566562099,0.575642653131464
0.267084437096669,0.180213927783776,0.100805283433014,0.0141790975191851,0.202379247290223,-0.0441831392971727,-0.00549792281336808,-0.0546157977158284,-0.300809890468432,0.449119577884246,0.617770180652902,0.663288006665794,0.571475084831239,0.839434000802108,1,0.930322744158241,0.762176298042052
0.296953934603024,0.158645285783448,0.109887844174538,-0.0191756158004925,0.159736373164668,-0.0513459291347279,-0.038009923788981,0.0552788576564444,-0.291587121216343,0.428084854518097,0.629716760496647,0.755061728203947,0.708377226991159,0.73696566562099,0.930322744158241,1,0.897167013626466
0.436654732894604,0.217530480268703,0.0254979996626845,0.0661933997689825,0.0784411991195506,-0.118623902880155,-0.103980260622267,0.0453429293638453,-0.334894753737686,0.331112659825761,0.483437714625778,0.660088614738818,0.783497220061,0.575642653131464,0.762176298042052,0.897167013626466,1
